74	5	item00064	6088	2
75	1	item00224	6081	1
75	2	item00264	7332	8
75	3	item00166	6088	9
76	1	item00227	6793	4
76	2	item00045	7138	6
77	1	item00245	7974	5
78	1	item00007	7138	5
79	1	item00254	6974	1
79	2	item00290	5032	5
80	1	item00099	3982	3
80	2	item00252	4184	8
80	3	item00265	5792	1
80	4	item00082	2938	5
80	5	item00066	6066	8
80	6	item00079	5038	2
80	7	item00030	5798	7
80	8	item00216	5038	1
80	9	item00008	6088	6
81	1	item00139	5038	8
81	2	item00125	7138	8
81	3	item00174	7138	3
81	4	item00084	5798	2
81	5	item00026	6088	3
81	6	item00136	7138	2
81	7	item00292	4972	3
81	8	item00137	5038	6
81	9	item00217	6081	5
82	1	item00244	5974	5
82	2	item00035	3900	1
82	3	item00117	6081	5
82	4	item00213	5038	3
82	5	item00279	7133	3
82	6	item00184	5978	6
82	7	item00085	7138	1
83	1	item00263	6082	8
83	2	item00141	2938	3
83	3	item00246	6084	7
83	4	item00136	7138	3
83	5	item00159	5038	5
83	6	item00119	7138	1
84	1	item00257	7134	4
84	2	item00082	2938	1
84	3	item00015	6088	6
84	4	item00055	7327	4
84	5	item00273	5032	1
84	6	item00105	6083	2
84	7	item00209	3988	4
85	1	item00276	6086	1
85	2	item00260	5792	1
85	3	item00196	6798	6
85	4	item00247	7134	1
85	5	item00135	7138	7
85	6	item00213	5038	5
85	7	item00072	6088	1
85	8	item00174	7138	6
85	9	item00241	7135	1
86	1	item00268	3792	1
86	2	item00248	5034	9
86	3	item00070	6277	6
86	4	item00002	5798	4
87	1	item00246	6084	3
87	2	item00263	6082	8
87	3	item00106	5038	3
87	4	item00019	6088	4
88	1	item00121	2938	8
88	2	item00099	3982	6
88	3	item00261	6082	7
88	4	item00021	6088	3
88	5	item00119	7138	1
88	6	item00131	7138	2
88	7	item00039	5798	1
88	8	item00140	7138	1
89	1	item00047	5038	2
89	2	item00279	7133	9
89	3	item00240	6089	1
89	4	item00264	7332	6
89	5	item00215	6088	6
89	6	item00010	6088	9
89	7	item00143	4798	3
90	1	item00228	5034	6
90	2	item00211	7138	1
90	3	item00288	6082	9
90	4	item00180	5798	7
90	5	item00154	6088	7
90	6	item00114	6084	5
90	7	item00076	6088	7
91	1	item00138	7138	9
91	2	item00180	5798	7
92	1	item00271	7132	1
92	2	item00270	7132	6
92	3	item00219	6000	1
93	1	item00134	7327	1
93	2	item00023	6088	1
93	3	item00033	7327	8
94	1	item00015	6088	5
95	1	item00100	5033	1
95	2	item00002	5798	7
95	3	item00013	5038	1
95	4	item00186	6798	2
95	5	item00049	7138	7
95	6	item00270	7132	1
95	7	item00001	4798	7
96	1	item00015	6088	2
96	2	item00217	6081	3
96	3	item00190	6088	2
96	4	item00265	5792	2
96	5	item00256	9234	8
96	6	item00100	5033	6
97	1	item00066	6066	2
97	2	item00072	6088	5
97	3	item00283	7135	8
97	4	item00082	2938	9
97	5	item00267	6082	7
98	1	item00058	5038	3
98	2	item00064	6088	5
98	3	item00036	6088	9
98	4	item00168	7138	4
98	5	item00096	6088	8
98	6	item00179	3988	1
98	7	item00099	3982	2
98	8	item00290	5032	3
98	9	item00205	9798	6
99	1	item00281	7133	7
99	2	item00241	7135	9
99	3	item00032	6088	2
99	4	item00031	6088	2
100	1	item00044	7138	9
100	2	item00183	5038	5
100	3	item00214	7138	6
100	4	item00042	7138	3
100	5	item00290	5032	6
100	6	item00293	4972	1
100	7	item00222	5798	5
100	8	item00116	6082	6
101	1	item00245	7974	5
101	2	item00016	6798	9
101	3	item00267	6082	8
101	4	item00241	7135	6
101	5	item00050	7000	4
102	1	item00145	3988	3
102	2	item00241	7135	7
103	1	item00210	6088	8
103	2	item00282	4794	7
103	3	item00051	6088	1
104	1	item00276	6086	6
104	2	item00091	6082	2
104	3	item00135	7138	8
104	4	item00151	5038	1
104	5	item00218	6082	4
104	6	item00145	3988	1
105	1	item00275	5972	3
105	2	item00297	7131	1
105	3	item00198	6088	7
105	4	item00269	5032	2
105	5	item00088	8602	1
106	1	item00207	6088	8
106	2	item00204	5798	1
106	3	item00127	6088	9
106	4	item00273	5032	1
106	5	item00203	5798	5
107	1	item00033	7327	1
107	2	item00096	6088	1
107	3	item00224	6081	1
108	1	item00045	7138	2
108	2	item00158	5798	4
108	3	item00205	9798	8
108	4	item00032	6088	7
108	5	item00033	7327	1
108	6	item00282	4794	5
108	7	item00067	6089	1
109	1	item00254	6974	2
109	2	item00085	7138	1
109	3	item00058	5038	1
109	4	item00220	5498	7
109	5	item00222	5798	4
109	6	item00263	6082	9
110	1	item00044	7138	2
110	2	item00230	7132	9
110	3	item00148	6798	4
111	1	item00041	4798	1
112	1	item00026	6088	9
113	1	item00057	5798	3
113	2	item00015	6088	6
113	3	item00206	7138	1
113	4	item00198	6088	4
113	5	item00244	5974	6
113	6	item00090	6082	6
113	7	item00299	3791	3
114	1	item00241	7135	1
115	1	item00053	5798	8
115	2	item00245	7974	7
115	3	item00059	6088	3
115	4	item00002	5798	9
115	5	item00152	6277	2
115	6	item00182	6088	9
115	7	item00008	6088	7
115	8	item00217	6081	8
115	9	item00154	6088	7
116	1	item00061	3988	7
116	2	item00196	6798	8
116	3	item00143	4798	7
116	4	item00195	6088	5
116	5	item00270	7132	5
117	1	item00275	5972	1
117	2	item00198	6088	8
117	3	item00273	5032	1
117	4	item00089	5798	9
118	1	item00070	6277	5
118	2	item00179	3988	1
118	3	item00177	4188	8
118	4	item00022	7100	2
118	5	item00172	6088	1
119	1	item00203	5798	8
119	2	item00107	6798	9
119	3	item00032	6088	7
119	4	item00213	5038	8
119	5	item00092	7331	2
119	6	item00198	6088	3
119	7	item00242	7974	9
119	8	item00294	7132	8
120	1	item00157	6088	2
121	1	item00098	5038	1
121	2	item00006	5798	1
121	3	item00013	5038	1
121	4	item00042	7138	5
121	5	item00023	6088	5
121	6	item00119	7138	8
121	7	item00185	5038	1
121	8	item00197	6088	2
121	9	item00035	3900	3
122	1	item00026	6088	6
122	2	item00044	7138	4
122	3	item00300	4791	6
122	4	item00148	6798	3
122	5	item00064	6088	3
122	6	item00102	6087	1
123	1	item00294	7132	9
123	2	item00139	5038	5
123	3	item00044	7138	9
123	4	item00062	7138	1
123	5	item00126	6088	5
124	1	item00172	6088	6
124	2	item00191	6798	6
124	3	item00271	7132	2
124	4	item00003	6798	1
124	5	item00043	7138	1
124	6	item00052	6088	1
124	7	item00005	6088	1
125	1	item00157	6088	2
125	2	item00048	6088	6
125	3	item00151	5038	2
125	4	item00053	5798	4
125	5	item00274	6082	1
125	6	item00176	6088	3
125	7	item00118	5038	6
125	8	item00233	7134	8
125	9	item00010	6088	4
126	1	item00277	6082	4
126	2	item00169	7138	3
126	3	item00255	7134	3
126	4	item00146	6088	7
126	5	item00288	6082	4
126	6	item00225	8188	8
126	7	item00152	6277	6
127	1	item00277	6082	3
128	1	item00275	5972	8
128	2	item00231	7132	8
128	3	item00228	5034	5
128	4	item00147	7138	6
128	5	item00125	7138	4
128	6	item00186	6798	8
129	1	item00231	7132	7
129	2	item00151	5038	4
130	1	item00034	6088	3
130	2	item00050	7000	3
130	3	item00226	7327	1
130	4	item00016	6798	5
130	5	item00040	6088	6
130	6	item00206	7138	2
130	7	item00088	8602	8
130	8	item00075	7138	1
131	1	item00157	6088	2
132	1	item00189	5478	4
133	1	item00035	3900	8
133	2	item00265	5792	1
133	3	item00262	3792	5
133	4	item00092	7331	8
134	1	item00085	7138	3
134	2	item00233	7134	9
134	3	item00050	7000	4
134	4	item00234	4798	1
134	5	item00278	5972	6
134	6	item00163	5498	2
134	7	item00057	5798	8
134	8	item00006	5798	3
134	9	item00178	3988	2
135	1	item00003	6798	5
136	1	item00166	6088	2
136	2	item00071	5038	4
136	3	item00129	6088	7
136	4	item00162	3798	1
136	5	item00171	7138	9
136	6	item00112	6083	6
137	1	item00259	5032	1
137	2	item00137	5038	1
138	1	item00242	7974	4
138	2	item00159	5038	2
138	3	item00138	7138	1
139	1	item00025	5038	5
140	1	item00052	6088	9
140	2	item00062	7138	7
140	3	item00287	5232	7
140	4	item00095	8798	3
140	5	item00037	5038	9
140	6	item00060	5055	3
140	7	item00164	6798	9
140	8	item00300	4791	7
141	1	item00096	6088	3
141	2	item00291	5972	6
141	3	item00020	6088	7
141	4	item00026	6088	7
141	5	item00008	6088	6
141	6	item00059	6088	5
141	7	item00300	4791	3
141	8	item00163	5498	6
142	1	item00203	5798	8
142	2	item00036	6088	6
142	3	item00098	5038	5
142	4	item00146	6088	2
142	5	item00253	3794	6
142	6	item00056	6088	1
143	1	item00217	6081	4
143	2	item00228	5034	9
143	3	item00086	6000	7
143	4	item00180	5798	4
144	1	item00163	5498	6
144	2	item00108	7133	4
144	3	item00256	9234	7
144	4	item00048	6088	2
144	5	item00056	6088	6
144	6	item00067	6089	1
144	7	item00269	5032	9
144	8	item00145	3988	1
145	1	item00167	3988	9
145	2	item00069	5798	1
146	1	item00171	7138	5
146	2	item00270	7132	4
146	3	item00098	5038	1
146	4	item00196	6798	3
146	5	item00121	2938	9
146	6	item00205	9798	5
146	7	item00059	6088	9
146	8	item00293	4972	1
147	1	item00281	7133	7
147	2	item00214	7138	6
147	3	item00022	7100	8
147	4	item00098	5038	8
147	5	item00284	4792	5
147	6	item00165	9798	6
147	7	item00104	6088	8
147	8	item00168	7138	4
148	1	item00279	7133	3
149	1	item00292	4972	9
149	2	item00059	6088	7
149	3	item00041	4798	1
149	4	item00299	3791	1
149	5	item00037	5038	7
149	6	item00248	5034	3
150	1	item00292	4972	1
151	1	item00037	5038	1
151	2	item00241	7135	1
151	3	item00090	6082	1
151	4	item00134	7327	1
151	5	item00039	5798	8
151	6	item00158	5798	1
151	7	item00194	6088	9
151	8	item00190	6088	3
152	1	item00178	3988	4
152	2	item00296	7132	7
153	1	item00211	7138	3
154	1	item00256	9234	4
154	2	item00258	6082	1
154	3	item00157	6088	5
154	4	item00275	5972	4
154	5	item00225	8188	5
154	6	item00171	7138	5
154	7	item00198	6088	2
154	8	item00203	5798	7
155	1	item00036	6088	1
155	2	item00120	2938	2
155	3	item00249	4294	4
155	4	item00143	4798	5
155	5	item00140	7138	9
155	6	item00015	6088	6
155	7	item00071	5038	5
155	8	item00274	6082	8
156	1	item00054	6798	1
157	1	item00073	6088	1
157	2	item00059	6088	4
157	3	item00214	7138	3
157	4	item00236	6089	9
157	5	item00201	5978	1
157	6	item00096	6088	3
158	1	item00176	6088	1
159	1	item00048	6088	4
159	2	item00212	6088	1
159	3	item00030	5798	1
159	4	item00119	7138	5
159	5	item00256	9234	1
159	6	item00069	5798	4
160	1	item00095	8798	8
160	2	item00121	2938	3
160	3	item00026	6088	3
160	4	item00178	3988	2
160	5	item00051	6088	8
161	1	item00267	6082	8
161	2	item00226	7327	6
161	3	item00129	6088	9
161	4	item00114	6084	8
161	5	item00287	5232	5
162	1	item00018	7138	5
162	2	item00178	3988	6
162	3	item00050	7000	7
162	4	item00150	6088	3
162	5	item00185	5038	4
162	6	item00237	7338	1
162	7	item00086	6000	6
162	8	item00139	5038	9
163	1	item00140	7138	4
163	2	item00145	3988	3
163	3	item00273	5032	1
163	4	item00049	7138	3
163	5	item00300	4791	3
163	6	item00250	6084	2
163	7	item00169	7138	4
163	8	item00068	6233	9
164	1	item00177	4188	7
164	2	item00086	6000	8
164	3	item00211	7138	1
164	4	item00146	6088	4
164	5	item00161	9238	1
164	6	item00019	6088	5
164	7	item00154	6088	3
164	8	item00092	7331	7
164	9	item00117	6081	6
165	1	item00232	6081	8
166	1	item00201	5978	4
166	2	item00020	6088	7
166	3	item00041	4798	5
167	1	item00045	7138	3
167	2	item00051	6088	8
167	3	item00191	6798	9
167	4	item00170	5798	3
167	5	item00167	3988	7
167	6	item00168	7138	8
167	7	item00101	7135	8
167	8	item00236	6089	3
168	1	item00061	3988	8
168	2	item00090	6082	1
168	3	item00049	7138	6
169	1	item00208	6088	4
170	1	item00032	6088	4
171	1	item00034	6088	9
171	2	item00239	7139	1
171	3	item00052	6088	4
171	4	item00211	7138	1
171	5	item00102	6087	8
171	6	item00132	6088	6
171	7	item00279	7133	7
172	1	item00095	8798	3
173	1	item00179	3988	9
174	1	item00008	6088	6
174	2	item00125	7138	9
174	3	item00071	5038	4
174	4	item00255	7134	1
174	5	item00088	8602	3
174	6	item00246	6084	9
174	7	item00165	9798	9
175	1	item00189	5478	6
175	2	item00093	6798	1
176	1	item00099	3982	8
177	1	item00009	6088	8
177	2	item00210	6088	1
177	3	item00259	5032	2
177	4	item00229	3982	8
178	1	item00135	7138	8
178	2	item00095	8798	6
178	3	item00112	6083	5
178	4	item00181	6088	6
178	5	item00222	5798	4
178	6	item00163	5498	4
179	1	item00079	5038	3
180	1	item00041	4798	7
180	2	item00293	4972	3
180	3	item00154	6088	5
180	4	item00138	7138	7
180	5	item00246	6084	1
180	6	item00103	6083	7
180	7	item00130	5498	2
181	1	item00251	3794	1
181	2	item00103	6083	7
181	3	item00006	5798	2
182	1	item00233	7134	3
182	2	item00216	5038	2
182	3	item00111	7323	2
182	4	item00229	3982	7
182	5	item00030	5798	2
183	1	item00209	3988	9
184	1	item00162	3798	6
184	2	item00300	4791	1
184	3	item00205	9798	3
184	4	item00194	6088	4
184	5	item00188	6088	5
184	6	item00248	5034	5
184	7	item00264	7332	2
185	1	item00040	6088	3
185	2	item00140	7138	8
185	3	item00034	6088	5
186	1	item00025	5038	3
186	2	item00039	5798	3
186	3	item00215	6088	6
186	4	item00023	6088	9
186	5	item00294	7132	7
186	6	item00283	7135	1
186	7	item00153	5038	1
186	8	item00105	6083	6
187	1	item00098	5038	6
187	2	item00048	6088	7
187	3	item00147	7138	7
187	4	item00167	3988	8
187	5	item00112	6083	4
188	1	item00064	6088	1
188	2	item00181	6088	1
188	3	item00106	5038	2
188	4	item00268	3792	1
188	5	item00023	6088	1
188	6	item00170	5798	6
188	7	item00024	5798	4
188	8	item00224	6081	8
188	9	item00124	5983	5
189	1	item00024	5798	2
189	2	item00199	2098	2
190	1	item00176	6088	5
190	2	item00057	5798	5
190	3	item00119	7138	4
190	4	item00235	3794	1
190	5	item00030	5798	9
190	6	item00054	6798	8
190	7	item00103	6083	5
190	8	item00165	9798	2
191	1	item00102	6087	3
192	1	item00058	5038	4
192	2	item00298	3791	2
192	3	item00264	7332	9
192	4	item00161	9238	8
192	5	item00051	6088	4
192	6	item00253	3794	1
192	7	item00050	7000	2
192	8	item00279	7133	1
193	1	item00235	3794	5
194	1	item00053	5798	1
194	2	item00115	6083	2
195	1	item00283	7135	9
195	2	item00273	5032	2
195	3	item00252	4184	1
195	4	item00217	6081	6
195	5	item00256	9234	8
195	6	item00140	7138	1
196	1	item00169	7138	1
196	2	item00212	6088	4
196	3	item00252	4184	9
196	4	item00024	5798	6
196	5	item00110	6082	7
196	6	item00219	6000	3
196	7	item00019	6088	1
197	1	item00022	7100	1
197	2	item00136	7138	1
197	3	item00109	7138	7
198	1	item00129	6088	9
199	1	item00041	4798	4
199	2	item00031	6088	1
199	3	item00137	5038	1
199	4	item00175	5038	7
199	5	item00078	7978	6
199	6	item00194	6088	5
199	7	item00002	5798	7
199	8	item00032	6088	6
200	1	item00153	5038	3
201	1	item00020	6088	8
201	2	item00222	5798	1
201	3	item00238	6089	9
201	4	item00115	6083	4
201	5	item00179	3988	1
201	6	item00188	6088	7
202	1	item00223	7791	4
202	2	item00045	7138	7
202	3	item00079	5038	9
202	4	item00074	7327	9
202	5	item00070	6277	4
202	6	item00113	6088	2
203	1	item00199	2098	1
203	2	item00078	7978	3
203	3	item00055	7327	3
203	4	item00235	3794	5
204	1	item00055	7327	8
204	2	item00109	7138	1
204	3	item00293	4972	4
205	1	item00017	5298	4
205	2	item00194	6088	1
205	3	item00293	4972	7
205	4	item00269	5032	8
206	1	item00276	6086	4
207	1	item00080	6277	8
208	1	item00005	6088	2
209	1	item00232	6081	1
209	2	item00040	6088	7
209	3	item00009	6088	1
209	4	item00215	6088	7
209	5	item00186	6798	7
209	6	item00206	7138	5
209	7	item00039	5798	4
209	8	item00005	6088	7
210	1	item00209	3988	8
210	2	item00084	5798	7
210	3	item00255	7134	3
210	4	item00010	6088	6
210	5	item00263	6082	1
210	6	item00126	6088	2
210	7	item00088	8602	8
211	1	item00075	7138	6
211	2	item00047	5038	5
212	1	item00199	2098	7
212	2	item00282	4794	4
212	3	item00293	4972	1
212	4	item00123	6088	4
212	5	item00185	5038	4
213	1	item00282	4794	7
213	2	item00145	3988	8
213	3	item00150	6088	9
214	1	item00084	5798	7
214	2	item00133	6088	3
214	3	item00237	7338	3
214	4	item00180	5798	2
214	5	item00038	6088	2
214	6	item00200	5038	6
214	7	item00044	7138	3
214	8	item00157	6088	6
214	9	item00060	5055	1
215	1	item00020	6088	7
215	2	item00262	3792	2
216	1	item00206	7138	9
216	2	item00154	6088	6
216	3	item00049	7138	7
216	4	item00148	6798	1
216	5	item00079	5038	6
217	1	item00207	6088	6
217	2	item00075	7138	1
217	3	item00158	5798	6
217	4	item00082	2938	9
218	1	item00044	7138	1
218	2	item00118	5038	6
219	1	item00194	6088	6
219	2	item00178	3988	5
219	3	item00278	5972	5
219	4	item00021	6088	5
219	5	item00274	6082	1
220	1	item00220	5498	7
221	1	item00166	6088	2
221	2	item00068	6233	1
221	3	item00094	6082	1
221	4	item00054	6798	8
221	5	item00218	6082	4
221	6	item00031	6088	4
221	7	item00009	6088	2
222	1	item00280	7134	5
222	2	item00155	3988	7
222	3	item00163	5498	9
222	4	item00248	5034	4
222	5	item00135	7138	2
222	6	item00097	6082	3
222	7	item00108	7133	1
223	1	item00136	7138	1
223	2	item00280	7134	4
224	1	item00189	5478	1
224	2	item00069	5798	3
224	3	item00169	7138	6
224	4	item00297	7131	6
224	5	item00276	6086	5
224	6	item00179	3988	1
224	7	item00157	6088	8
224	8	item00152	6277	6
225	1	item00278	5972	5
225	2	item00210	6088	6
226	1	item00198	6088	5
226	2	item00069	5798	2
226	3	item00250	6084	1
227	1	item00105	6083	3
227	2	item00128	6798	3
227	3	item00093	6798	5
227	4	item00164	6798	5
228	1	item00200	5038	7
228	2	item00092	7331	5
228	3	item00010	6088	1
229	1	item00093	6798	9
230	1	item00038	6088	3
230	2	item00159	5038	3
230	3	item00141	2938	1
230	4	item00119	7138	7
230	5	item00173	5038	2
230	6	item00218	6082	8
230	7	item00149	5498	2
231	1	item00082	2938	2
231	2	item00289	6082	1
231	3	item00287	5232	3
231	4	item00105	6083	8
231	5	item00009	6088	8
231	6	item00200	5038	3
232	1	item00187	6088	5
232	2	item00188	6088	5
232	3	item00242	7974	3
232	4	item00009	6088	1
232	5	item00243	6084	2
232	6	item00274	6082	7
232	7	item00073	6088	9
232	8	item00195	6088	4
232	9	item00233	7134	3
233	1	item00125	7138	8
234	1	item00250	6084	6
234	2	item00223	7791	3
234	3	item00231	7132	4
234	4	item00203	5798	1
235	1	item00204	5798	3
235	2	item00247	7134	1
235	3	item00114	6084	2
235	4	item00063	5798	1
236	1	item00266	6082	8
